City_ID,City,Lat,Lng,Humidity,Cloudiness,Wind Speed,Country,Date,Max Temp Celsius
277,nivala,63.9167,24.9667,66,93,1.66,FI,1687599589,17.19999999999999
278,tiksi,71.6872,128.8694,84,100,0.26,RU,1687599589,8.019999999999982
279,lucea,18.451,-78.1736,78,94,3.65,JM,1687599590,27.069999999999993
280,nyurba,63.2842,118.3319,48,82,1.82,RU,1687599590,25.069999999999993
281,goderich,43.7501,-81.7165,94,95,1.03,CA,1687599591,17.329999999999984
282,sovetskoye,52.2861,85.4131,84,100,3.99,RU,1687599592,17.370000000000005
283,vestmannaeyjar,63.4427,-20.2734,100,100,10.29,IS,1687599592,10.699999999999989
284,araxa,-19.5933,-46.9406,72,83,1.29,BR,1687599593,11.04000000000002
285,abha,18.2164,42.5053,7,20,3.09,SA,1687599525,30.29000000000002
286,dwarka,22.2394,68.9678,68,92,5.17,IN,1687599594,30.660000000000025
287,agadez,19.75,10.25,20,4,4.37,NE,1687599595,36.45999999999998
288,husavik,66.0449,-17.3389,64,18,3.53,IS,1687599595,15.899999999999977
289,paamiut,61.994,-49.6678,88,99,8.99,GL,1687599596,2.839999999999975
290,kaeo,-35.1,173.7833,96,18,1.91,NZ,1687599597,13.110000000000014
291,gotsu,35.0,132.2167,88,98,3.06,JP,1687599597,21.49000000000001
292,horizontina,-27.6258,-54.3078,95,10,1.86,BR,1687599598,14.870000000000005
293,lokosovo,61.1333,74.8167,59,100,4.73,RU,1687599599,9.060000000000002
294,kannur,11.8675,75.3576,70,97,3.44,IN,1687599600,29.019999999999982
295,marrakesh,31.6315,-8.0083,54,0,2.06,MA,1687599416,27.189999999999998
296,bourail,-21.5667,165.4833,80,28,1.24,NC,1687599604,17.70999999999998
297,anyama,5.4946,-4.0518,84,98,2.71,CI,1687599605,26.600000000000023
298,khasan,42.4308,130.6434,91,52,3.71,RU,1687599605,18.120000000000005
299,verrettes,19.05,-72.4667,92,100,1.73,HT,1687599606,24.329999999999984
300,cayenne,4.9333,-52.3333,100,0,0.0,GF,1687599309,22.170000000000016
301,madarounfa,13.3087,7.156,38,92,3.15,NE,1687599608,22.279999999999973
302,kansas city,39.0997,-94.5786,86,68,0.45,US,1687599585,24.480000000000018
303,leningradskiy,69.3833,178.4167,94,98,0.26,RU,1687599610,2.5
304,belen,36.4891,36.2233,21,0,3.09,TR,1687599610,30.230000000000018
305,sur,22.5667,59.5289,63,34,2.97,OM,1687599611,32.99000000000001
306,sonoita,31.85,-112.8333,9,0,0.9,MX,1687599612,23.0
307,lusambo,-4.9667,23.45,39,76,0.21,CD,1687599613,33.620000000000005
308,ekhabi,53.5102,142.9671,88,21,5.39,RU,1687599613,8.379999999999995
309,umea,63.8284,20.2597,59,40,5.14,SE,1687599614,19.110000000000014
310,kalmunai,7.4167,81.8167,65,61,7.05,LK,1687599615,30.899999999999977
311,upata,8.0086,-62.3989,97,61,2.47,VE,1687599616,24.149999999999977
312,brae,60.3964,-1.353,85,61,3.58,GB,1687599617,16.279999999999973
313,conakry,9.538,-13.6773,78,75,3.09,GN,1687599618,28.189999999999998
314,remanso,-9.6179,-42.0831,69,50,3.22,BR,1687599618,21.420000000000016
315,baykit,61.67,96.37,59,93,2.9,RU,1687599619,16.00999999999999
316,ponta do sol,32.6667,-17.1,71,2,1.33,PT,1687599620,24.99000000000001
317,amapa,1.0,-52.0,98,38,0.52,BR,1687599621,21.879999999999995
318,sheltozero,61.3667,35.3667,83,100,1.93,RU,1687599621,15.029999999999973
319,vokhma,58.9303,46.7586,48,91,1.16,RU,1687599622,19.44999999999999
320,coahuayana,18.7333,-103.6833,85,11,1.42,MX,1687599622,25.160000000000025
321,xingyi,24.1877,102.817,67,90,1.16,CN,1687599623,21.470000000000027
322,damghan,36.1683,54.348,21,71,3.09,IR,1687599624,33.10000000000002
323,brezice,45.9033,15.5911,91,75,1.54,SI,1687599624,27.20999999999998
324,ures,29.4333,-110.4,14,18,0.46,MX,1687599625,27.910000000000025
325,port lincoln,-34.7333,135.8667,71,23,12.28,AU,1687599626,12.910000000000025
326,nelson bay,-32.7167,152.15,68,18,1.79,AU,1687599627,14.04000000000002
327,duns,55.777,-2.3457,85,100,6.38,GB,1687599627,22.129999999999995
328,tuatapere,-46.1333,167.6833,86,71,1.58,NZ,1687599629,9.019999999999982
329,garissa,-0.4536,39.6401,35,21,9.57,KE,1687599630,32.19999999999999
330,jalu,29.0331,21.5482,21,0,3.85,LY,1687599630,32.64999999999998
331,avarua,-21.2078,-159.775,100,100,1.03,CK,1687599632,22.180000000000007
332,sao joao da barra,-21.6403,-41.0511,73,83,4.14,BR,1687599633,18.19999999999999
333,romny,50.751,33.4747,61,100,3.22,UA,1687599634,24.620000000000005
334,jacareacanga,-6.2222,-57.7528,83,58,0.51,BR,1687599634,22.180000000000007
335,kamenka,51.3223,42.7678,60,93,3.93,RU,1687599635,24.620000000000005
336,riyadh,24.6877,46.7219,6,21,2.53,SA,1687599577,43.23000000000002
337,witu,-2.3889,40.4382,54,21,8.35,KE,1687599636,29.24000000000001
338,cambridge,43.3601,-80.3127,98,100,0.0,CA,1687599588,19.089999999999975
339,balad,34.0164,44.1453,10,0,6.32,IQ,1687599639,43.14999999999998
340,puerto rico,-26.796,-55.024,98,26,2.02,AR,1687599639,16.410000000000025
341,sucua,-2.4667,-78.1667,97,90,1.53,EC,1687599640,18.49000000000001
342,maku,39.2911,44.4521,52,57,2.54,IR,1687599640,21.930000000000007
343,jucas,-6.5253,-39.5275,73,16,3.26,BR,1687599641,23.060000000000002
344,pescara,42.3333,13.95,73,22,3.04,IT,1687599641,25.649999999999977
345,lianyuan,27.6883,111.6642,95,100,1.05,CN,1687599642,21.980000000000018
346,deputatskiy,69.3,139.9,52,71,1.52,RU,1687599643,21.80000000000001
347,konibodom,40.2843,70.4426,11,0,9.25,TJ,1687599645,36.76999999999998
348,saldanha,-33.0117,17.9442,71,47,2.11,ZA,1687599645,15.180000000000007
349,kushikino,31.7167,130.2667,81,100,0.15,JP,1687599647,25.850000000000023
350,san cristobal,7.7669,-72.225,97,100,0.44,VE,1687599648,18.44999999999999
351,avera,33.194,-82.5271,86,1,2.54,US,1687599649,19.899999999999977
352,ahipara,-35.1667,173.1667,90,15,0.89,NZ,1687599650,12.269999999999982
353,kysyl-syr,63.8986,122.7617,61,85,2.49,RU,1687599651,24.310000000000002
354,port augusta,-32.5,137.7667,43,0,5.47,AU,1687599652,11.079999999999984
355,najran,17.4924,44.1277,9,2,4.44,SA,1687599653,37.50999999999999
356,rabat,33.9911,-6.8401,69,0,2.57,MA,1687599654,26.189999999999998
357,nemuro,43.3236,145.575,91,100,3.71,JP,1687599654,13.199999999999989
358,visnes,59.3556,5.2242,55,0,3.09,NO,1687599655,18.180000000000007
359,hamilton,39.1834,-84.5333,93,100,1.54,US,1687599466,20.060000000000002
360,zhuhai,22.2769,113.5678,84,40,5.14,CN,1687599597,30.629999999999995
361,pinawa,50.1489,-95.8811,65,71,1.85,CA,1687599657,14.620000000000005
362,nandikotkur,15.8667,78.2667,41,93,4.85,IN,1687599659,34.410000000000025
363,mapastepec,15.4333,-92.9,88,100,1.71,MX,1687599659,24.910000000000025
364,kompaniyivka,48.2511,32.208,39,23,5.47,UA,1687599660,31.769999999999982
365,margate,51.3813,1.3862,70,0,0.45,GB,1687599522,23.970000000000027
366,murgab,37.4966,61.9714,13,0,6.17,TM,1687599661,38.079999999999984
367,volksrust,-27.3654,29.8818,21,0,2.84,ZA,1687599662,19.470000000000027
368,waingapu,-9.6567,120.2641,75,43,5.46,ID,1687599663,26.99000000000001
369,trinidad,-14.8333,-64.9,78,98,1.56,BO,1687599663,24.04000000000002
370,hokitika,-42.7167,170.9667,80,100,2.12,NZ,1687599666,13.620000000000005
371,itatiaia,-22.4961,-44.5633,76,100,0.75,BR,1687599666,15.759999999999991
372,abu samrah,35.3029,37.1841,18,0,3.08,SY,1687599667,33.360000000000014
373,cabo san lucas,22.8909,-109.9124,75,5,1.36,MX,1687599628,27.660000000000025
374,borogontsy,62.6683,131.1683,58,18,0.71,RU,1687599668,26.74000000000001
375,jackson,42.4165,-122.8345,83,0,1.54,US,1687599669,16.079999999999984
376,boguchany,58.3814,97.4531,35,77,2.15,RU,1687599669,20.439999999999998
377,novoilinsk,51.6829,108.7143,53,99,3.58,RU,1687599670,23.439999999999998
378,bilibino,68.0546,166.4372,52,48,2.58,RU,1687599671,14.629999999999995
379,saint anthony,45.0205,-93.218,83,0,4.12,US,1687599671,21.139999999999986
380,chacabuco,-34.6417,-60.4739,91,100,2.29,AR,1687599487,12.269999999999982
381,clyde river,70.4692,-68.5914,93,100,4.63,CA,1687599672,1.2799999999999727
382,oxford,51.7522,-1.256,74,75,4.63,GB,1687599413,24.100000000000023
383,robertsport,6.7533,-11.3686,80,52,1.91,LR,1687599674,26.730000000000018
384,terrasini,38.146,13.0844,74,20,6.69,IT,1687599674,29.30000000000001
385,freeport,40.6576,-73.5832,92,100,4.63,US,1687599435,20.980000000000018
386,kachug,53.9606,105.8817,77,100,3.04,RU,1687599677,16.04000000000002
387,gamba,-2.65,10.0,67,24,3.67,GA,1687599677,25.870000000000005
388,pavilosta,56.8879,21.1859,65,61,5.18,LV,1687599678,22.100000000000023
389,ketchikan,55.3422,-131.6461,88,100,2.06,US,1687599678,14.410000000000025
390,bucerias,20.75,-105.3333,84,9,1.17,MX,1687599679,25.519999999999982
391,olafsvik,64.8945,-23.7142,88,100,3.2,IS,1687599680,10.670000000000016
392,sobolevo,54.4299,31.8996,53,98,2.68,RU,1687599681,24.610000000000014
393,menongue,-14.6585,17.691,18,0,4.3,AO,1687599683,23.939999999999998
394,sarangani,5.4033,125.4636,74,81,6.1,PH,1687599683,28.839999999999975
395,kutum,14.2,24.6667,25,31,0.69,SD,1687599685,31.44999999999999
396,hirara,24.8,125.2833,79,40,5.66,JP,1687599686,29.30000000000001
397,cabinda,-5.55,12.2,70,67,3.38,AO,1687599687,25.94999999999999
398,dingle,10.9995,122.6711,84,100,1.63,PH,1687599687,27.230000000000018
399,semirom,31.4167,51.5667,7,0,4.39,IR,1687599688,30.0
400,dengzhou,37.8086,120.7508,44,0,7.07,CN,1687599689,29.399999999999977
401,hervey bay,-25.2986,152.8535,88,62,3.6,AU,1687599411,19.55000000000001
402,marawi,7.9986,124.2928,94,89,0.48,PH,1687599692,21.95999999999998
403,tacuarembo,-31.7333,-55.9833,92,84,1.29,UY,1687599693,14.930000000000007
404,hohhot,40.8106,111.6522,28,0,5.0,CN,1687599694,29.310000000000002
405,portland,45.5234,-122.6762,82,0,2.57,US,1687599585,13.899999999999977
406,abbeville,50.1,1.8333,52,0,2.05,FR,1687599557,22.649999999999977
407,sao domingos,-13.3983,-46.3183,62,90,2.59,BR,1687599696,15.680000000000007
408,guerande,47.3291,-2.4283,59,0,3.12,FR,1687599696,28.180000000000007
409,saint-joseph,-21.3667,55.6167,81,30,3.74,RE,1687599697,23.360000000000014
410,kadoma,34.7333,135.5833,49,75,3.6,JP,1687599698,28.149999999999977
411,kabompo,-13.5927,24.2008,22,0,4.1,ZM,1687599698,25.54000000000002
412,alice springs,-23.7,133.8833,24,40,2.57,AU,1687599699,17.899999999999977
413,broome,42.2506,-75.833,90,100,1.54,US,1687599699,20.399999999999977
414,filingue,14.3521,3.3168,41,84,7.43,NE,1687599701,34.370000000000005
415,mao,39.8885,4.2658,42,0,9.77,ES,1687599701,29.45999999999998
416,katsuura,35.1333,140.3,91,100,3.1,JP,1687599702,23.05000000000001
417,vryburg,-26.9566,24.7284,26,0,5.31,ZA,1687599702,22.269999999999982
418,carnarvon,-24.8667,113.6333,57,0,6.74,AU,1687599703,17.319999999999993
419,basco,20.4487,121.9702,82,100,7.31,PH,1687599704,28.620000000000005
420,sapa,5.1544,120.3241,74,41,1.39,PH,1687599704,28.329999999999984
421,porto murtinho,-21.6989,-57.8825,55,0,2.67,BR,1687599705,20.339999999999975
422,motril,36.7507,-3.5179,58,0,2.0,ES,1687599707,31.410000000000025
423,narsaq,60.9167,-46.05,78,31,0.98,GL,1687599709,8.269999999999982
424,solnechnyy,50.7214,136.6319,67,35,3.14,RU,1687599710,22.029999999999973
425,samarai,-10.6167,150.6667,74,91,6.37,PG,1687599711,26.160000000000025
426,palmer,42.1584,-72.3287,83,100,1.54,US,1687599714,20.839999999999975
427,santiago,-33.4569,-70.6483,91,75,3.09,CL,1687599425,16.980000000000018
428,acajutla,13.5928,-89.8275,82,100,2.21,SV,1687599715,26.220000000000027
429,walvis bay,-22.9575,14.5053,87,100,1.54,NA,1687599715,12.980000000000018
430,khorixas,-20.3667,14.9667,13,0,9.71,NA,1687599717,26.660000000000025
431,lampa,-33.2833,-70.9,94,75,3.09,CL,1687599717,15.189999999999998
432,shingu,33.7333,135.9833,82,100,1.24,JP,1687599719,24.120000000000005
433,raudeberg,61.9875,5.1352,77,100,0.88,NO,1687599719,17.519999999999982
434,troitskoye,52.9821,84.6757,87,100,2.94,RU,1687599720,14.399999999999977
435,bukachacha,52.9833,116.9167,41,100,4.38,RU,1687599721,25.069999999999993
436,kapoeta,4.7717,33.5903,76,93,2.23,SS,1687599721,24.149999999999977
437,christchurch,-43.5333,172.6333,91,100,8.23,NZ,1687599675,13.430000000000007
438,inongo,-1.95,18.2667,88,96,0.96,CD,1687599723,21.769999999999982
439,xudat,41.631,48.681,66,98,2.57,AZ,1687599724,22.45999999999998
440,mundo nuevo,18.7,-95.5,86,100,4.07,MX,1687599725,26.00999999999999
441,north platte,41.1239,-100.7654,86,20,4.02,US,1687599726,17.439999999999998
442,tabas,33.5959,56.9244,10,72,2.23,IR,1687599727,43.19999999999999
443,roald,62.5833,6.1333,67,0,3.09,NO,1687599728,18.670000000000016
444,eganville,45.5334,-77.0994,98,100,0.71,CA,1687599728,18.769999999999982
445,dunedin,-45.8742,170.5036,85,100,3.58,NZ,1687599729,12.259999999999991
446,kitimat,54.0524,-128.6534,72,0,2.24,CA,1687599730,15.529999999999973
447,chicama,-7.8447,-79.1469,88,93,1.61,PE,1687599731,22.44999999999999
448,marsabit,2.3284,37.9899,43,50,5.43,KE,1687599731,24.839999999999975
449,meulaboh,4.1363,96.1285,72,54,1.75,ID,1687599732,28.639999999999986
450,miyang,24.4042,103.4428,77,97,0.66,CN,1687599733,22.80000000000001
451,texarkana,33.4251,-94.0477,76,0,2.57,US,1687599735,24.269999999999982
452,cidreira,-30.1811,-50.2056,95,100,1.59,BR,1687599736,18.129999999999995
453,donnacona,46.6804,-71.7239,93,100,0.91,CA,1687599737,19.689999999999998
454,mugumu,-1.85,34.7,73,100,1.69,TZ,1687599738,19.269999999999982
455,college,64.8569,-147.8028,74,75,1.54,US,1687599738,19.120000000000005
456,alyangula,-13.8483,136.4192,86,42,4.22,AU,1687599739,23.850000000000023
457,pierre,44.3683,-100.351,87,75,12.35,US,1687599740,15.860000000000014
458,sidney,-33.8679,151.2073,51,0,4.63,AU,1687599721,15.759999999999991
459,kautokeino,69.0125,23.0412,43,67,2.28,NO,1687599742,21.069999999999993
460,tornio,65.8481,24.1466,97,97,3.75,FI,1687599742,17.160000000000025
461,ciro marina,39.3732,17.126,68,86,4.66,IT,1687599743,33.079999999999984
462,macaubas,-13.0194,-42.6986,74,69,0.97,BR,1687599744,15.829999999999984
463,petropavlovsk-kamchatskiy,53.0452,158.6483,55,40,3.0,RU,1687599745,17.480000000000018
464,berberati,4.2612,15.7922,74,99,1.34,CF,1687599746,25.560000000000002
465,canela,-29.3656,-50.8156,94,79,1.74,BR,1687599714,15.310000000000002
466,komsomolskiy,40.4272,71.7189,12,0,2.06,UZ,1687599747,35.55000000000001
467,yerbogachen,61.2767,108.0108,36,78,2.12,RU,1687599748,22.689999999999998
468,sychevka,55.8252,34.2736,59,96,4.61,RU,1687599749,22.629999999999995
469,kalianget,-7.05,113.9333,71,6,3.22,ID,1687599750,27.110000000000014
470,swan hill,-35.3378,143.5544,55,42,4.43,AU,1687599751,9.319999999999993
471,geraldton,-28.7667,114.6,72,40,2.06,AU,1687599751,16.379999999999995
472,edgewater,28.9889,-80.9023,91,70,2.78,US,1687599752,23.54000000000002
473,verkhoyansk,67.5447,133.385,34,48,5.25,RU,1687599752,28.319999999999993
474,labuhan,-6.8844,112.2051,64,12,3.85,ID,1687599754,28.029999999999973
475,puerto quijarro,-17.7833,-57.7667,61,23,0.43,BO,1687599755,18.720000000000027
476,kuusamo,65.9667,29.1833,46,40,6.17,FI,1687599756,21.170000000000016
477,great yarmouth,52.6083,1.7305,68,1,2.74,GB,1687599757,26.54000000000002
478,aykhal,66.0,111.5,40,99,6.71,RU,1687599758,18.79000000000002
479,koson,39.0375,65.585,12,40,8.99,UZ,1687599759,38.329999999999984
480,lindi,-10.0,39.7167,31,96,4.03,TZ,1687599760,31.389999999999986
481,flinders,-34.5833,150.8552,65,82,1.34,AU,1687599762,12.029999999999973
482,chumikan,54.7183,135.315,98,99,0.84,RU,1687599763,12.970000000000027
483,poum,-20.2333,164.0167,69,46,7.24,NC,1687599764,21.670000000000016
484,krasnyy,54.5678,31.4333,47,99,3.39,RU,1687599765,25.589999999999975
485,kieta,-6.2167,155.6333,85,34,2.51,PG,1687599765,26.680000000000007
486,hare bay,48.8499,-54.0148,74,27,2.23,CA,1687599766,15.79000000000002
487,longyearbyen,78.2186,15.6401,81,75,4.63,SJ,1687599768,6.060000000000002
488,paracuru,-3.41,-39.0306,84,47,5.36,BR,1687599769,24.100000000000023
489,puerto leguizamo,-0.1934,-74.7819,99,60,0.71,CO,1687599770,21.420000000000016
490,meiganga,6.5167,14.3,70,94,2.64,CM,1687599772,24.610000000000014
491,north bend,43.4065,-124.2243,88,100,3.6,US,1687599774,13.100000000000023
492,rodez,44.5,2.5833,53,0,2.06,FR,1687599774,25.170000000000016
493,sukhobuzimskoye,56.5,93.2728,46,53,1.55,RU,1687599776,21.230000000000018
494,faya,18.3851,42.4509,21,0,0.24,SA,1687599777,30.439999999999998
495,vardo,70.3705,31.1107,76,78,4.63,NO,1687599778,13.139999999999986
496,necochea,-38.5473,-58.7368,87,100,5.51,AR,1687599779,12.720000000000027
497,barra do corda,-5.5,-45.25,72,70,0.79,BR,1687599780,22.420000000000016
498,douai,50.3333,3.1667,51,0,1.34,FR,1687599781,25.629999999999995
499,birao,10.2849,22.7882,56,57,2.91,CF,1687599782,29.94999999999999
500,miri,4.4148,114.0089,66,40,2.06,MY,1687599782,32.23000000000002
501,san rafael,-34.6177,-68.3301,51,46,2.31,AR,1687599783,13.449999999999989
502,mailani,28.2833,80.35,37,98,0.22,IN,1687599784,38.47000000000003
503,sinnamary,5.3833,-52.95,91,15,2.99,GF,1687599784,25.029999999999973
504,banjarmasin,-3.3244,114.591,73,65,2.29,ID,1687599785,32.23000000000002
505,varna,43.2167,27.9167,45,0,5.14,BG,1687599787,31.980000000000018
506,fiumicino,41.7675,12.2291,64,40,4.63,IT,1687599788,29.939999999999998
507,sudislavl,57.8817,41.7083,53,94,2.47,RU,1687599789,19.610000000000014
508,matay,28.419,30.7792,15,0,6.33,EG,1687599790,36.47000000000003
509,wlingi,-8.0776,112.3311,74,24,2.28,ID,1687599791,24.589999999999975
510,krasnyy klyuch,55.3863,56.6529,60,57,3.2,RU,1687599792,17.839999999999975
511,aksu,41.1231,80.2644,8,34,4.06,CN,1687599792,37.120000000000005
512,carauari,-4.8828,-66.8958,97,86,0.71,BR,1687599793,22.360000000000014
513,codajas,-3.8367,-62.0569,96,98,0.96,BR,1687599794,22.45999999999998
514,sept-iles,50.2001,-66.3821,90,100,2.06,CA,1687599795,15.439999999999998
515,myskhako,44.6714,37.7433,53,1,1.38,RU,1687599795,27.029999999999973
516,bongandanga,1.5,21.05,75,92,1.42,CD,1687599796,25.95999999999998
517,mabaruma,8.2,-59.7833,98,29,0.87,GY,1687599797,23.100000000000023
518,bosaso,11.2842,49.1816,56,0,4.63,SO,1687599798,36.139999999999986
519,alappuzha,9.49,76.3264,73,100,4.21,IN,1687599799,30.70999999999998
520,brufut,13.3814,-16.7518,83,0,1.54,GM,1687599799,26.19999999999999
521,pitogo,13.7847,122.0881,81,99,0.85,PH,1687599800,27.829999999999984
522,sayyan,15.1718,44.3244,26,76,3.08,YE,1687599801,24.060000000000002
523,aktau,43.65,51.2,31,56,5.09,KZ,1687599789,25.470000000000027
524,kokopo,-4.352,152.2633,86,10,2.9,PG,1687599802,25.55000000000001
525,msanga,-6.05,36.0333,27,98,2.88,TZ,1687599803,24.839999999999975
526,bandarbeyla,9.4942,50.8122,45,44,9.98,SO,1687599804,32.660000000000025
527,morant bay,17.8815,-76.4093,86,100,3.15,JM,1687599805,27.939999999999998
528,maracas,-13.4411,-40.4308,90,73,0.95,BR,1687599806,13.620000000000005
529,banamba,13.55,-7.45,44,61,7.23,ML,1687599807,32.60000000000002
530,quatre cocos,-20.2078,57.7625,57,3,2.69,MU,1687599808,26.20999999999998
531,antigonish,45.6169,-61.9986,86,24,0.89,CA,1687599809,16.720000000000027
532,indiaroba,-11.5192,-37.5117,90,71,1.52,BR,1687599810,22.769999999999982
533,fillan,63.6064,8.9696,71,97,2.4,NO,1687599811,14.839999999999975
534,rio claro,-22.4114,-47.5614,78,84,2.16,BR,1687599534,14.04000000000002
535,omsukchan,62.5333,155.8,41,95,1.12,RU,1687599812,18.569999999999993
536,remontnoye,46.5614,43.6501,32,30,5.61,RU,1687599813,28.430000000000007
537,bubaque,11.2833,-15.8333,80,100,6.01,GW,1687599814,27.720000000000027
538,saint-pierre,-21.3393,55.4781,73,100,6.17,RE,1687599814,23.970000000000027
539,umm lajj,25.0213,37.2685,46,0,5.92,SA,1687599818,32.81999999999999
540,antofagasta,-23.65,-70.4,85,25,2.08,CL,1687599819,17.75
541,talnakh,69.4865,88.3972,91,100,0.9,RU,1687599820,11.379999999999995
542,byron bay,-28.65,153.6167,42,30,2.92,AU,1687599489,12.769999999999982
543,nalut,30.3333,10.85,20,0,4.12,LY,1687599822,33.170000000000016
544,pudozh,61.8099,36.5345,33,12,2.03,RU,1687599824,23.310000000000002
545,zhangjiakou,40.81,114.8794,19,81,5.63,CN,1687599825,33.44999999999999
546,angoche,-16.2325,39.9086,56,43,7.46,MZ,1687599825,25.939999999999998
547,garowe,8.4054,48.4845,31,76,9.89,SO,1687599826,34.110000000000014
548,pervomayskoye,43.919,46.7102,21,17,2.87,RU,1687599827,31.74000000000001
549,maniitsoq,65.4167,-52.9,86,58,3.59,GL,1687599828,3.3600000000000136
550,markala,13.7021,-6.0659,40,56,6.8,ML,1687599828,33.49000000000001
551,shanting,35.0753,117.4578,41,77,7.33,CN,1687599829,31.139999999999986
552,lerwick,60.1545,-1.1494,91,62,3.23,GB,1687599830,14.149999999999977
553,honiara,-9.4333,159.95,90,100,2.91,SB,1687599830,26.110000000000014
554,uruzgan,32.8333,66.0,6,0,2.82,AF,1687599831,38.910000000000025
555,westport,41.1415,-73.3579,94,100,1.54,US,1687599799,21.019999999999982
556,roebourne,-20.7833,117.1333,34,0,1.21,AU,1687599832,21.100000000000023
